id,time,amount,price,side,slippage,volume,i
1,2021-04-02 09:00:00.424,37846331135.0,60926.51266138639,buy,34.01266138639039,621180.0,0
2,2021-04-02 09:01:00.299,46006281005.0,60911.26837680392,buy,53.768376803920546,755300.0,225
3,2021-04-02 09:02:00.318,30149256080.0,60882.98885298869,buy,27.98885298868845,495200.0,431
4,2021-04-02 09:03:00.146,31866667295.0,60883.965026748185,buy,37.965026748184755,523400.0,607
5,2021-04-02 09:04:00.253,36556619725.0,60859.73949922586,buy,37.739499225863256,600670.0,776
6,2021-04-02 09:05:00.042,32133446155.0,60876.09388083736,buy,33.09388083736121,527850.0,1017
7,2021-04-02 09:06:00.003,33671774985.0,60852.97197874686,buy,52.47197874685662,553330.0,1264
8,2021-04-02 09:07:00.028,37733823445.0,60875.733556505606,buy,53.73355650560552,619850.0,1551
9,2021-04-02 09:08:00.273,53341352095.0,60892.64956791744,buy,57.649567917440436,875990.0,1761
10,2021-04-02 09:09:00.203,33823626100.0,60863.41586741763,buy,31.41586741762876,555730.0,1903
11,2021-04-02 09:10:00.098,33627984155.0,60900.402323517694,buy,49.90232351769373,552180.0,2024
12,2021-04-02 09:11:00.416,59077105405.0,60943.81444133819,buy,42.31444133818877,969370.0,2151
13,2021-04-02 09:12:00.684,37728844045.0,60909.95454618837,buy,30.954546188368113,619420.0,2324
14,2021-04-02 09:13:00.094,38736825040.0,60851.46413647931,buy,26.46413647931331,636580.0,2522
15,2021-04-02 09:14:00.790,38049533460.0,60843.23434126997,buy,27.234341269970173,625370.0,2677
16,2021-04-02 09:15:00.097,18270447365.0,60771.84461482171,buy,30.34461482171173,300640.0,2930
17,2021-04-02 09:16:00.395,32066084725.0,60810.68958487417,buy,50.68958487416967,527310.0,3165
18,2021-04-02 09:17:00.088,10892927775.0,60864.5458736101,buy,37.04587361009908,178970.0,3399
19,2021-04-02 09:18:00.041,35754534570.0,60802.895330249645,buy,36.39533024964476,588040.0,3573
20,2021-04-02 09:19:00.037,35839664015.0,60810.126092268016,buy,36.62609226801578,589370.0,3830
21,2021-04-02 09:20:00.080,32499934240.0,60762.30530783181,buy,31.80530783181166,534870.0,3964
22,2021-04-02 09:21:00.189,47425076325.0,60758.53734546153,buy,113.53734546153282,780550.0,4237
23,2021-04-02 09:22:00.027,60818888550.0,60818.88855,buy,78.8885500000033,1000000.0,4497
24,2021-04-02 09:23:00.690,39757843025.0,60792.73845930366,buy,54.23845930366224,653990.0,4717
25,2021-04-02 09:24:00.193,34418470515.0,60807.86988975655,buy,63.86988975654822,566020.0,4944
26,2021-04-02 09:25:00.488,37585872295.0,60894.43529154448,buy,65.93529154448333,617230.0,5200
27,2021-04-02 09:26:00.027,36848803165.0,60879.94310803443,buy,53.943108034429315,605270.0,5333
28,2021-04-02 09:27:00.296,55352756450.0,60843.92025281671,buy,80.92025281670794,909750.0,5652
29,2021-04-02 09:28:00.031,32431696335.0,60854.31068225316,buy,58.81068225316267,532940.0,5904
30,2021-04-02 09:29:00.099,32428778745.0,60849.97794269416,buy,29.977942694160447,532930.0,6110
31,2021-04-02 09:30:00.122,60892994980.0,60892.99498,buy,59.494980000003125,1000000.0,6257
32,2021-04-02 09:31:00.673,40534612855.0,60889.29542142975,buy,53.295421429749695,665710.0,6431
33,2021-04-02 09:32:00.033,37728316155.0,60884.52911226943,buy,63.02911226943252,619670.0,6735
34,2021-04-02 09:33:01.145,20070640895.0,60901.32569183153,buy,23.825691831531003,329560.0,6900
35,2021-04-02 09:34:00.293,35896721080.0,60903.836240244316,buy,36.836240244316286,589400.0,7124
36,2021-04-02 09:35:00.071,42025712285.0,61030.65972262562,buy,101.6597226256199,688600.0,7307
37,2021-04-02 09:36:00.268,59032820915.0,61001.964323358,buy,73.96432335799909,967720.0,7514
38,2021-04-02 09:37:00.241,32870496345.0,60994.40786958861,buy,63.40786958861281,538910.0,7717
39,2021-04-02 09:38:00.780,19639294250.0,60948.062719175745,buy,32.56271917574486,322230.0,7900
40,2021-04-02 09:39:00.337,19502507065.0,60949.14389961873,buy,20.643899618728028,319980.0,8030
41,2021-04-02 09:40:00.476,56588694775.0,61008.78095520457,buy,80.28095520457282,927550.0,8186
42,2021-04-02 09:41:00.090,34861866665.0,61027.33770678337,buy,51.33770678337169,571250.0,8422
43,2021-04-02 09:42:00.810,61048144610.0,61048.14461,buy,43.64461000000301,1000000.0,8631
44,2021-04-02 09:43:00.230,59616253735.0,61029.076864411116,buy,55.57686441111582,976850.0,8876
45,2021-04-02 09:44:00.245,54088044725.0,61016.46423938181,buy,39.96423938180669,886450.0,9106
46,2021-04-02 09:45:00.465,60008459870.0,61020.17436090379,buy,56.1743609037876,983420.0,9385
47,2021-04-02 09:46:00.112,56024442830.0,60995.58283070223,buy,35.58283070223115,918500.0,9604
48,2021-04-02 09:47:00.386,59991319505.0,61020.11870638973,buy,42.118706389730505,983140.0,9835
49,2021-04-02 09:48:00.054,39203430325.0,61080.70723556082,buy,25.207235560817935,641830.0,10059
50,2021-04-02 09:49:00.018,40518473850.0,61044.781694915255,buy,21.781694915254775,663750.0,10241
51,2021-04-02 09:50:00.157,53658766130.0,61081.37479510063,buy,41.87479510062985,878480.0,10426
52,2021-04-02 09:51:00.394,53653828180.0,61086.879702158665,buy,47.37970215866517,878320.0,10594
53,2021-04-02 09:52:01.099,31984195195.0,61080.50415361699,buy,41.00415361698833,523640.0,10735
54,2021-04-02 09:53:00.373,61028355665.0,61028.355665,buy,34.85566500000277,1000000.0,10935
55,2021-04-02 09:54:01.699,53529651585.0,61047.672446826706,buy,28.17244682670571,876850.0,11056
56,2021-04-02 09:55:00.158,40179338385.0,61038.70565581989,buy,23.705655819889216,658260.0,11185
57,2021-04-02 09:56:00.347,53537843490.0,61026.3920596382,buy,37.39205963820132,877290.0,11319
58,2021-04-02 09:57:00.551,41629222220.0,61033.650827627665,buy,13.650827627665421,682070.0,11512
59,2021-04-02 09:58:00.482,40915836490.0,61032.8860663196,buy,17.386066319602833,670390.0,11632
60,2021-04-02 09:59:00.042,41583545320.0,61030.21210520136,buy,14.712105201360828,681360.0,11707
61,2021-04-02 10:00:00.465,61044696240.0,61044.69624,buy,29.196239999997488,1000000.0,11805
